id,РУССКИЙ ТЕКСТ,ENGLISH
203340,"РАСА ДА - ЛЮДИ, НЕТ - ГНОМЫ",
203342,ОБЫЧНЫЙ ЛЕДЯНОЙ КЛИНОК2 - ДА,
203344,ХВАТАЕТ РЕСОВ?3,
203352,ОБЫЧНЫЙ ЛЕДЯНОЙ КЛИНОК - ДА,
203354,ХВАТАЕТ РЕСОВ?,
203355,ХВАТАЕТ РЕСОВ?4,
203375,УСИЛЕННЫЙ ПОСОХ ПОРЯДКА - ДА,
203385,ОБЫЧНЫЙ ПОСОХ ПОРЯДКА - ДА,
203408,УСИЛЕННЫЙ МОЛОТ ЗЕМЛИ - ДА,
203418,ОБЫЧНЫЙ МОЛОТ ЗЕМЛИ - ДА,
203506,ЛЮДИ?,
203527,Мрачнолесье_1= 0,
203530,Мрачнолесье_2= 0,
203533,Мрачнолесье_3= 0,
203690,Триггер - идет беседа?,
203693,РАЗГОВАРИВАЮ Я,
203699,"ГОВОРЮ Я, ЗАЕ*АЛ",
203921,есть фиалы?,
203928,лютость 18,
203933,хитрость 18,
203934,фиалы?,
203946,ярость 8,
203947,хитрость 8,
203950,лютость 8,
203968,ярость 13,
203969,лютость 13,
203981,хитрость 13,
203984,ярость 18,
204090,гном или людь,
204418,есть деньги?,
204443,квест берется после отмены?,
204547,плащ надет?,
204578,Улучшенный плащ Волчьей лютости надет?,
204582,Улучшенный плащ Волчьей ярости надет?,
204586,Эпический плащ Волчьей хитрости надет?,
204587,Эпический плащ Волчьей хитрости надет?,
204594,Эпический плащ Волчьей ярости надет?,
204991,Красная или синяя таблетка??,
204992,Синюю,
204993,Красную,
204994,Да ну тебя с твоими таблетками!,
204995,Меня зовут Морфеус. Это моё имя.,
204996,Я вообще охуенный человечишка.,
204997,Не ты ли меня на хуй послал?,
204998,Нет не я.,
204999,Извини меня.,
205000,"Да, я.",
205001,На коленях молю о прощении.,
205002,Иди в жопу.,
205003,Ты гандон. И уёбок.,
205004,Красная таблетка - это круто,
205005,Ты красноглазик. Иди к Тринити,
205006,"Ты, синяк, иди к архитектору",
209678,"Извините мою назойливость, но мне очень нужен Ваш совет...",
209785,"А так и есть. Поговаривают, что в отличии от тех же хамелеонов, Подражатели видят твою душу и копируют именно её.",
209791,"Во-о-от! Узнаю наш{его|у} скромн{ого героя|ую героиню}! Вот, возьми этот ящик с эликсирами в награду.",
209815,Ну не без неё.,
209816,А причина?,
209845,"Ну что, не по силам тебе оказались слизни?",
209852,"Да так же, как и многих других монстров. Посильнее ударить, побыстрее увернуться от его удара, покрепче стиснуть зубы, если увернуться не удалось. Дольше, конечно, и больше сил потратить придётся.",
209860,"Ладно, ладно... Верю! Но тако{му великому воину|й великой воительнице} как-то не следует предлагать обычные эликсиры... Вот, возьми десять эпических эликсиров великана.",
209884,"Рад, что у тебя такое боевое настроение.\nТолько в одиночку здесь не управиться. Зови надежных товарищей - и в бой. Изничтожить вам требуется Механического монстра, Хозяина Подземелья и Королеву Гуудов. Справитесь?",
210145,"Нет, пожалуй, к чужим секретам я не готов{|а}.",
213387,"Ну чего, тебя тоже не с чем поздравить? Основная группа вернулась с пустыми руками, похоже, задание провалено.",
214614,"Эээ... простите, а это кто?",
214743,"Конечно, смогу. Вот только панцирь нужно найти повышенной прочности, чтобы он не трескался... Думаю, если черепаший панцирь сможет пережить встречу с твоим грозным оружием, он и мне для работы сгодится. Давай, я верю в тебя!",
214760,Не знаю...,
215132,"Да, возьми мою доблесть взамен Тени воина.",
215135,"Нет, это слишком! Я сам{|а} добуду эту тень!",
215528,Я узнал{|а} название еще одной руны - «Знание».,
215732,"Да знаете, почтенный, опять мне какая-то книга старая досталась, а что с ней делать - ума не приложу. Ни открыть ее, ни прочитать...",
220756,"Вернитесь к Корагору и доложите о результате.\n\nНаграда: 1000 опыта, 5 единиц репутации у гоблинов.",
220761,"Вам нужно сходить к гоблину и выяснить, что привело его к нам.\n\nНаграда: 1000 опыта, 5 единиц репутации у гоблинов.",
220766,"Вернитесь к Златовану и доложите о результате.\n\nНаграда: 1000 опыта, 5 единиц репутации у гоблинов.",
220769,"Вам нужно вернуться к гоблину и поговорить с ним.\n\nНаграда: 1000 опыта, 5 единиц репутации у гоблинов.",
220800,"Вам нужно спуститься в шахты, найти провал и зафиксировать показатели воздуха.",
220972,"Сообщите Гоблину Разведчику информацию, которую вам поведал управляющий фермой.\n\nНаграда за задание: 1 пункт репутации у гоблинов, 5 Героических эликсиров жизни и 30 серебра.",
220973,"Купите у торгового представителя 10 семян ландышей, 10 семян тюльпанов, 10 магических леек и 10 горшочков с землей. %#1606:CUR:10,1607:CUR:10,1605:CUR:10,1597:CUR:10% \n\nНаграда за задание: 1 пункт репутации у гоблинов, 5 Героических эликсиров жизни и 30 серебра.",
220976,Доставьте смотрителю 500 тачек с углём. %#940:TRG:500% \n\nНаграда за задание: Свобода!,
220978,Доставьте смотрителю 2500 тачек с углём. %#942:TRG:2500% \n\nНаграда за задание: Свобода!,
220980,Доставьте смотрителю 7500 тачек с углём. %#943:TRG:7500% \n\nНаграда за задание: Свобода!,
221152,"За каждую вещь вы получите 95 аккумуляторов большой емкости, а свое оружие сможете обменять на 140 аккумуляторов.",
221242,"Убейте 10 духов, чтобы наполнить выданные вам емкости энергораствором. \n\n%#3457:CUR:10%",
221255,"Принесите Сэмиусу 30 крупиц жизни, и на 2 часа ваша жизненная энергия увеличится на 10 процентов.\n\n%#3452:CUR:30%",
221256,"Принесите Лагору 30 крупиц жизни, и на 2 часа ваша жизненная энергия увеличится на 10 процентов.\n\n%#3452:CUR:30%",
221406,"Сражаясь с монстрами в Соли-Доре, вы будете находить куски известняка с различными табличками. Обрабатывайте известняк специальными наборами реставратора, чтобы получить осколки древней таблички, расколотую древнюю табличку или целую древнюю табличку. Найденные ценности Посол Хартии Исследователей с радостью поменяют на репутацию Искателя утраченных знаний. \n\nНаграда за задание: репутация Искателя утраченных знаний, новые медали и возможности.",
230153,%filename% - %filesize% кб,
230170,Ошибка IOError,
230171,Ошибка SecurityError,
230846,дн.,
230847,час.,
230848,мин.,
232007,Выйти из 4 лавки,
232031,Разобрать кольчугу драконоборца,
232032,Разобрать перчатки драконоборца,
232033,Разобрать книгу драконоборца,
232035,Разобрать зуб дракона,
232085,Разобрать молот стальной черепахи,
232119,Разобрать плащ свирепости,
232215,Закрытие окна-помощи №01 | Люди,
232216,Закрытие окна-помощи №02 | Люди,
232217,Закрытие окна-помощи №03 | Люди,
232218,Закрытие окна-помощи №04 | Люди,
232219,Закрытие окна-помощи №05 | Люди,
232220,Закрытие окна-помощи №06 | Люди,
232221,Закрытие окна-помощи №07 | Люди,
232222,Закрытие окна-помощи №08 | Люди,
232223,Закрытие окна-помощи №09 | Люди,
232224,Закрытие окна-помощи №10 | Люди,
232225,Закрытие окна-помощи №11 | Люди,
232345,Войти. Командующий.,
232346,Выйти. Командующий.,
232408,Войти. Алхимик.,
232409,Выйти. Алхимик.,
232450,Открыть портал к Скраббу№1,
232451,Открыть портал к Скраббу,
232476,Открыть портал к Скраббу№1 (влож. 1),
232485,Открыть портал к Скраббу№1 (влож. 2),
232503,Открыть портал к Скраббу№1 (влож. 3),
232581,Телепорт из Улья,
233071,Войти. Доска.,
233072,Выйти. Доска.,
233091,Войти. Доска,
233092,Выйти. Доска,
233153,Уничтожить кладку №1,
233161,Уничтожить кладку №4,
233172,Уничтожить кладку №3,
233178,Уничтожить кладку №5,
233516,Выход из Улья,
233546,Обыск в Улье - место 1,
233547,Обыск в Улье,
233744,Уничтожить кладку №1\t,
233830,Уничтожить кладку №5\t,
233935,Открыть портал к Скраббу№2,
233936,Открыть портал к Скраббу№2 (влож. 1)\t,
233937,Открыть портал к Скраббу№2 (влож. 2)\t,
233938,Открыть портал к Скраббу№2 (влож. 3)\t,
233990,Открыть портал к Скраббу№3,
233991,Открыть портал к Скраббу№3 (влож. 1),
233992,Открыть портал к Скраббу№3 (влож. 2)\t,
233993,Открыть портал к Скраббу№3 (влож. 3)\t,
234101,Уничтожить кладку №4\t,
235027,Открыть портал к Скраббу№4,
235028,Открыть портал к Скраббу№4 (влож. 1)\t,
235029,Открыть портал к Скраббу№4 (влож. 2)\t,
235032,Открыть портал к Скраббу№4 (влож. 3)\t,
235051,Улей - ТРИГГЕРЫ,
235664,"Первый разговор - да, повторно - нет",
235715,"Смена цели для квеста ""Подземная угроза""",
236002,"Смена цели для квеста ""Изведение крылатых""",
236090,Устранение конкурентов,
236130,"первый раз - да, повторно - нет",
236443,"первый раз - да, второй - нет",
236526,"бонус ""листок"" - да",
236548,"бонус ""камень"" - да, бонус ""ничего"" - нет",
236549,"бонус ""медальон"" - да",
236553,"Выпал бонус ""листок"" - да",
236554,"Выпал бонус ""медальон"" - да",
236555,"Выпал бонус ""камень"" - да",
236556,"квест взят, Осмотрено следов пропавшего отряда = 4 шт",
236606,уже выпало что-то значимое - запретить,
236607,выпало что-то значимое - запретить,
236626,Уничтожить кладку №2,
236627,Обыск в Улье - место 2,
236628,Обыск в Улье - место 3,
236629,Обыск в Улье - место 4,
236631,zerghive_RZM_search_obj4,
236635,ИА Объ4,
236643,Уничтожить кладку №2\t,
236656,"взят квест По следам Гробфтов - разрешить, обыскано место - запретить",
236787,Триггеры уровней,
236907,доступен и есть триггер - разрешить,
237130,Сумка есть в наличии?,
237131,Сумка не надета?,
237423,"есть триггер ""Улей - Получена сумка на уровень 12""",
237572,Дроп жетонов на сумку [x=1],
237575,Дроп жетонов на сумку [x=2],
237576,Дроп жетонов на сумку [x=3],
237577,Дроп жетонов на сумку [x=4],
237717,Диалог первый - да и нет,
237718,"Есть триггер ""Сумки не оказалось в рюкзаке""",
237842,РАСА | люди,
237867,нет защиты от окружающей среды,
237868,нет защиты от окружающей среды\t,
238499,"Триггер ""Уничтожено кладок"" 5",
238519,Рандомизатор 1 - разрешить,
238520,Рандомизатор дейликов улья 2 - разрешить,
238521,Рандомизатор дейликов улья 3 - разрешить,
238522,Рандомизатор дейликов улья 4 - разрешить,
238523,Рандомизатор дейликов улья 5 - разрешить,
238542,ТРИГГЕРЫ и квест,
238653,Уровень выше 2,
238654,Уровень выше 3,
238655,Уровень выше 4\n,
238656,Уровень выше 5\n,
238657,Уровень выше 6\n,
238658,Уровень выше 7\n,
238659,Уровень выше 8\n,
238660,Уровень выше 9\n,
238661,Уровень выше 10,
238662,Уровень выше 11,
238663,Уровень выше 12,
238664,Уровень выше 13,
238665,Уровень выше 14,
238666,Уровень выше 15,
238667,Уровень выше 16,
238668,Уровень выше 17,
238669,Уровень выше 18,
238670,Уровень выше 19,
238671,Уровень выше 20,
238672,Уровень выше 21,
238673,Уровень выше 22,
238674,Уровень выше 23,
238675,Уровень выше 24,
238676,Уровень выше 25,
238738,Информация об Улье,
238762,ниже 14 уровня - да,
238766,Ниже 11 уровня - да,
238930,ниже 14 - да,
238932,от 15 до 19 - да,
238945,Уровень до 14,
239036,zerghive_ART_rock,
239037,zerghive_ART_rock\t,
239052,12-14 уровень,
239055,15-19 уровень,
239069,Дроп жетонов при наличии квеста: Сумка семейства Гробфтов,
239076,"Триггер ""Получена сумка на 8"" - разрешить",
239077,Триггер Выдана цель на сумку 12 - разрешить,
239078,Триггер Получена сумка на уровень 12 - разрешить,
239079,Триггер Выдана цель на сумку 16 - есть - разрешить,
239080,Триггер Получена сумка на уровень 16 = 1 - разрешить,
239081,Триггер Выдана цель на сумку 20 - есть - разрешить,
239082,Эпическая сумка Гробфта есть,
239083,Эпическая сумка Гробфта есть в сумке,
239086,Квест Сумка семейства Гробфтов взят,
239088,частица есть в наличии - запретить,
239091,Хар-ка Внутри логова Скрабба№1\t,
239092,Хар-ка Внутри логова Скрабба№2,
239093,Хар-ка Внутри логова Скрабба№3,
239094,Хар-ка Внутри логова Скрабба№4,
239305,8-10 уровни,
239306,11-13 уровни,
239309,20+ уровни,
239415,КИ Страж,
239418,ТРИГГЕРЫ НОВЫЕ,
239442,КИ Интендант,
240059,Испытание волшебника,
241201,Голосование за объединение,
241202,Голосование против объединение,
242264,КИ Гофур,
242307,Осмотреть мастерскую старшего пивовара Гофура,
242388,ТРИГГЕР НОВЫЕ,
242766,ИК Альма,
242798,ИК Капер,
242815,ИК Страж,
242842,ИК Интендант,
242940,ИК Тенарон,
242950,ИК Спайк,
242989,Войти. Нед.,
242990,Выйти. Нед.,
242994,ИК Маяк,
243131,ИК Нед,
243138,humcamp_ART_corpse2,
243236,"квест взят, голем убит",
243237,"квест взят, шанда убита",
243238,"квест взят, огнелисы убиты",
243239,"квест взят, есть триггер на поговорить",
243240,"квест взят, кабаны убиты",
243242,"Квест взят, есть 3 штуки",
243243,убито 2 элементаля,
243245,убито 2 элементаля,
243257,Происшествия тихой деревни - взят,
243321,триггеры квеста Встреча с Недом,
243323,Есть триггер МСВН - Видимость Шанды - разрешить,
243324,Подерись в Шандой - размап активен,
243325,подерись с Шандой - иконка видна,
243327,Видимость трупов у Шанды,
243329,Квест №8 - Поговори с [ Тенарон ] после боя с Шандой,
243330,"Видно, если шанда убита",
243333,Шанда убита - запретить,
243336,голем убит - запретить,
243337,Поговори с [ смотритель маяка Хардан ] - запретить,
243401,You have descended to the second tier of the Wild Island.,
243467,Телепорт на 1 ярус подземелий (Гладиаторы-Энигма),
243468,Телепорт с 1 яруса подземелий (Гладиаторы-Энигма),
243469,Телепорт на 2 уровень подземелья (Гладиаторы-Энигма),
243470,Телепорт со 2 уровня подземелий (Гладиаторы-Энигма),
243480,Телепорт с дикого острова Энигма,
243481,Телепорт с дикого острова Гладиаторы,
243484,Телепорт на дикий остров Гладиаторы,
243485,Телепорт на дикий остров Энигма,
243657,Телепорт на 1 ярос подземелья (Наемники-Звездные воины),
243658,Телепорт с 1 яруса подземелья(Звездные Воины-Наемники),
243665,Телепорт на Дикий Остров Наемники (Наемники-Звездные воины),
243666,Телепорт на Дикий Остров Звездных Воинов (Звездные Воины-Наемники),
243667,Телепорт с дикого острова Наемники (Наемники-Звездные Воины),
243668,Телепорт с дикого острова Звездные воны (Звездные воины-Наемники),
243675,Пропуск на корабль до Лонгхольма - один есть - запретить\n,
243747,Убито водных элементалей = 1 - запретить,
243751,"Дух воды уже убит, квест взят",
243756,Телепорт на Дикий Остров Ночные стражи (Ночн.стражи-Воины Хаоса),
243757,Телепорт на дикий остров Воины Хаоса(Ночн.Стражи-ВоиныХаоса),
243758,Телепорт с Дикого Острова Ночные стражи (Ночн.стражи-Воины Хаоса),
243759,Телепорт с Дикого Острова Воины Хаоса (Ночн.стражи-Воины Хаоса),
243775,black_squard,
243795,Телепорт на 2 уровень Хаос_Стражи,
243833,Телепорт 1 уровень Хаос_Стражи,
243834,Телепорт с 1 уровня Хаос_стражи,
243836,Телепорт со 2 уровня Хаос_Стражи,
243924,"Если уплыл, то запретить",
243925,Если еще не плавал - да,
243969,Тест Малый Раптор,
244066,Открыть набор обычных свитков,
244067,Открыть набор заговоренных свитков,
244068,Открыть набор волшебных свитков,
244069,Открыть набор героических свитков,
244070,Открыть набор эпических свитков,
244071,Открыть набор легендарных свитков,
244084,Уже присвоили цвет,
244108,Нет этого цвета,
244109,Если есть оранжевый,
244110,Если есть желтый,
244111,Если есть зеленый,
244112,Если есть белый,
244113,Если есть синий,
244114,Если есть фиолетовый,
244117,уже есть красный,
244120,есть оранж,
244123,есть желтый цвет,
244126,есть зеленый цвет,
244129,есть белый цвет,
244132,есть синий цвет,
244135,есть фиолет цвет,
244148,Использование Свитка удачи на 3 часа,
244151,Войти. Кристальная лавка,
244153,Выйти. Кристальная лавка,
244251,100 пропивка 2000 эликов,
244255,"выпиты дары, есть дары",
244260,дары есть и пропиты,
244265,дары есть и выпиты,
244281,Тест Скелет переделка,
244333,Железный сейф Гробфтов | открыть,
244334,Золотой сейф Гробфтов | открыть\t,
244335,Ониксовый сейф Гробфтов | открыть\t,
244411,Таинственный текст кнопки,
244494,КИ_ Лагор,
244932,путешествие на материк пройден,
244934,Путешествие на материк сдан,
245151,Сундук опытного воина | Открытие\t,
245329,Знакомство с жителями Кхатога ч.1,
245551,Знакомство с жителями Кхатога ч.2,
245665,Знакомство с жителями Кхатога ч.3,
246046,"Транслировать ""Разум инженера"" на мк5",
246093,Дом_Корагора,
246095,Дом_Надума,
246097,Войти Надум,
246098,Выйти Надум,
246101,Дом_Мельхора,
246103,Войти Мельхор,
246104,Выйти Мельхор,
246108,Кузня_новая_гномы,
246113,Войти Дхарон,
246114,Выйти Дхарон,
246122,Войти Крагтос,
246123,Выйти Крагтос,
246124,Войти Кимихла,
246125,Выйти Кимихла,
246128,Дом старьевщика Гномы,
246131,Дом Миэлла,
246133,Войти Миэлла,
246134,Выйти Миэлла,
246137,Дом Крагтос,
246143,Артефактный Магази,
246358,Ингредиенты для брони?,
246370,Ингредиенты для оружия?,
246386,ресурсы на Ореол,
246604,Уже есть шлем?,
246605,Уже есть штаны?,
246606,Уже есть перчатки?,
246607,Уже есть кольчуга?,
246608,Уже есть куртка?,
246609,Уже есть сапоги?,
246610,Уже есть наплечники?,
246611,Уже есть оружие?,
246627,Раса [Люди] - разрешить,
246660,Выдать высший комплект иных,
246806,ресы на Разума,
247004,Есть перчатки?,
247005,Есть наплечники?,
247006,Есть сапоги?,
247007,Есть штаны?,
247008,Есть кольчуга?,
247009,Есть куртка?,
247010,Есть противогаз?,
247011,Есть оружие?,
247036,есть ингредиенты,
247037,отсутствует хотя бы одна вещь из комплекта,
247061,Только в этих локациях,
247071,Уже есть Скальповый Гноморуб мк4,
247072,Уже есть Травматический Гноморуб мк4,
247075,Ресурсы + алая,
247081,Есть оба оружия с аурой - запретить,
247091,Уже есть скальповый Людорез?,
247092,Уже есть травматический Людорез?,
247098,есть оба людореза с аурой - запретить,
247099,есть оба оружие с аурой - запретить,
247102,Только в этой локации,
247103,Уже есть транслятор Ореола,
247104,Уже есть транслятор травмы,
247105,есть Транслятор Разума мк4,
247106,уже есть Транслятор Травмы мк4,
247107,Уже есть транслятор Травмы или оружие?,
247120,Уже есть транслятор Воли или оружие?,
247121,есть Транслятор Травмы мк3 или оружие,
247122,Сталемёт инженера мк3 или транслятор,
247133,Уже есть транслятор Ореола или оружие?,
247137,ресы на Травму,
247139,Сталемёт рыцаря мк3 или транслятор,
247141,есть оба транслятора - запретить,
247155,ресурсы на Травму,
247159,Транслятор или оружие,
247166,есть оба траняслятора - запретить,
247178,есть оба бура с аурой - запретить,
247190,Уже есть транслятор Разума или оружие?,
247220,Отсутствует хотя бы одна вещь,
247223,есть оба резака с аурой - запретить,
247232,Дроп каждому,
247394,Старый квест взят или сдан - запретить,
247410,Время проведения\n,
247515,Выдать рыцарский ус комплект ведьмаков,
247623,с 11 уровня,
247826,только 5 уровень,
247841,Лекарство для стража взят,
247842,Болеутоляющее взят,
247865,"Это действие для кускодеров, кольцерезов.",
248315,Телепорот на 4 уровень Правосудие-Механики,
248316,Телепорт с 4 уровня Правосудие-Механики,
248375,1 ранг гномы,
248451,время до 4 сентября,
248490,взят квест Заправка к мясу,
248493,есть квест - разрешить,
248513,Есть 9 лапок разрешить,
248530,Смена цели,
248549,Есть 4 лапки,
248550,взят квест в сетях страха,
248552,есть 4 лапки,
248629,Пир горой! - Смена цели,
248630,Клыки летучей мыши - 9 штук,
248652,Убито летучих мышей - 19,
248653,есть клыки - разрешить,
248656,есть 19 убийств - разрешить,
248661,Есть тригер - запретить,
248697,Знакомство с жителями Лонгхольма ч.1,
248877,Знакомство с жителями Лонгхольма ч.2,
248997,Знакомство с жителями Лонгхольма ч.3,
249103,Один тригер,
249155,Приказ Надума взят,
249163,Сломанная кость - 4,
249164,мертвые идут взят,
249174,Старый воин взят,
249208,Дом Помощника Терруса,
249267,icon_Гордон,
249270,icon_Зальес,
249271,Коробка,
249275,ИК_Семиус,
249276,Войти Зальес,
249277,Выйти Зальес,
249279,Войти Сэмиус,
249280,Выйти Сэмиус,
249282,ИК_Гордон,
249284,Войти Кузнец,
249285,Выйти Кузнец,
249287,ИК_Мигуэль,
249289,КИ_Мигуэль,
249317,Заточка - ограничение,
249319,квест закрыт 30 уровнем,
249373,14 зерен жизни,
249376,icon_Башня,
249392,Убито Паучьих королей = 2,
249395,Убито Паучьих королей = 3 - запретить,
249396,проверка боем взят,
249421,Квест Лекарство для стража сдан.,
249448,c 5 уровня,
249460,с 5 уровня,
249840,Телепорт на 2 уровень подземки Хнебес Наемники,
249841,телепорт со 2 уровня подземки Хнебес Наемники,
249901,Безопасная ячейка 2,
250015,Убито 3 человека\nУбито 3 духа,
250024,Монета Воинской удачи - сдан,
250039,триер,
250070,Тригеры,
250071,Недостаточно тригеров,
250077,Триры,
250123,"Состояние задания ""На службе Кхатога"" Сдан - Разрешить",
250124,"Состояние задания ""Потери врага"" Сдан - Разрешить",
250125,"Состояние задания ""В шаге от врага"" Сдан - Разрешить",
250126,"Состояние задания ""Мертвые души"" Сдан - Разрешить",
250127,Кубок для героя сдан,
250128,Аварийная поломка сдан,
250129,Старый воин сдан,
250152,На службе Лонгхольму - взят или сдан - разрешить,
250153,"Состояние квеста ""Волшебная пыль"" - сдан",
250154,"Состояние задания ""В сетях страха"" Сдан - Разрешить",
250155,Квест на службе Лонгхольма сдан - разрешить,
250156,Паучий король сдан - разрешить,
250157,Старый маяк сдан,
250158,"Состояние задания ""Проверка боем"" \tСдан - Разрешить",
250159,"Статус квеста ""Паучий шелк"" сдан - разрешить",
250160,"Состояние квеста ""Пикник на обочине"" сдан",
250161,сдан квест контрабандисты,
250169,первый квест на знакомство сдан,
250869,отсутствует скальповое или травматическое оружие,
250870,есть Резак мк5 - запретить,
250877,Инженерам,
250882,есть бур мк5 - запретить,
250912,Садик Далии - квест взят,
250935,Живая вода - квест взят,
251604,Души (1),
251607,Награда (1),
251637,Души (3),
251638,Награда (2),
251639,Души (2),
251646,Души 1,
251649,Нет 45 душ,
251650,Есть 1 награда,
251651,Еще нет 85 душ,
251669,Квест не сдан,
251678,Заключенная душа -1,
251679,Заключенная душа-2,
251680,Заключенная душа-3,
251685,Размап_душ тест,
251793,Тыкнул в душу 1,
251796,Тыкнул в душу 2,
251797,Тыкнул в душу 3,
252663,Души1,
252665,Души2,
252667,Души3,
252682,тригер убей элементаля - разрешить,
252699,Дроп при наличии бафа ТС,
252748,При наличии Черного песка,
252799,Получить Эскиз плаща Тьмы,
252800,Получить Эскиз волшебного вымпела гнева,
252801,Получить Эскиз волшебного вымпела отчаяния,
252802,Получить Эскиз волшебного вымпела страха,
252803,Получить Эскиз волшебного вымпела безысходности,
252804,Получить Эскиз волшебного вымпела боли,
252805,Получить Эскиз волшебного вымпела страданий,
252806,Получить Эскиз волшебного вымпела ужаса,
252923,Получить Эскиз легендарного вымпела гнева,
253038,Получить эскиз связующего амулета,
253039,Получить эскиз двойного шнура,
253040,Получить эскиз куклы Худу,
253041,Получить эскиз защитных перчаток,
253042,Получить эскиз крученой нити,
253043,Получить эскиз гладкой ткани,
253076,Получить эскиз волшебной Михрютки-покровительницы,
253081,Получить эскиз героической Михрютки-покровительницы,
253082,Получить эскиз эпической Михрютки-покровительницы,
253083,Получить эскиз легендарной Михрютки-покровительницы,
253226,Душа освобождена - запретить,
253227,Освободили душу - запретить,
253229,взят квест на души - разрешить,
253230,локация Темные своды - разрешить,
253231,Заключенная душа - 1,
253243,Мерцающая душа1,
253245,Мерцающая душа2,
253247,Мерцающая душа3,
253309,Выйти из магазина,
254011,Распаковать запасы героя,
254016,"Спасенные души - сдан, запретить",
254141,Тестовая вещь,
254215,ШЛЕМ! ШЛЕМ!!!!\nШЛЕМ! ШЛЕМ!!!!ШЛЕМ! ШЛЕМ!!!!ШЛЕМ! ШЛЕМ!!!!ШЛЕМ! ШЛЕМ!!!!ШЛЕМ! ШЛЕМ!!!!,
254287,Тестовое Заказное Описание,
254296,kfkfkf,
255145,85 душ освобождено - запретить,
255479,Квест взят и тыквы собраны,
255617,Квест\nХар-ка,
255621,Квест\nРаса\nХар-ка,
255719,На хэллуин,
255774,до 6 ур вкл,
255778,11+ уровень,
255788,Размап тыквы,
255801,Превратить в подарки,
255936,Хэллуин\n28.10-01.11.2015,
256000,Тыква 2-2,
256035,Тыква 46,
256038,Взять тыкву 46,
256147,Тыква 32,
256152,Взять тыкву32,
256221,Взять тыкву1,
256765,Совершено обменов 20 - запретить,
256825,Гномы - запретить,
256906,ИК рыцарь,
256910,ИК Безголовый воин,
256911,Хэллуин 2019,
256913,нет склянки,
256944,Бонус один раз выдан - запретить,
257110,Тригер 1,
257270,энергия воды взят,
257284,Квест на 3ю лавку,
257470,Хрустальный шар [3<=x]\tНаличие - Разрешить,
257472,Час проведения,
257658,от 3х фрагов,
258104,Собака тест,
258138,есть в рюказке,
258338,нет улучшателя,
258353,Улучшить 1 набор опытного реставратора,
258792,идол1,
258799,Пальма1,
258801,Пальма2,
258803,Руины2,
258817,Пальма3,
258829,Войти в Тёмные Своды. Гномы,
258835,Войти в Тёмные Своды. Люди,
258839,Руины3,
258855,Руины1,
258919,Войти в Тёмные Своды - люди,
258930,Северная гвардия,
259054,с 9 до 12 уровня - да,
259082,с 17 до 20 уровня - да,
259086,с 13 до 16 уровня - да,
259173,Убит хоть 1 вихрь - да,
259242,Игрока покусал жук - да,
259250,Игрок нашел мешок - да,
259365,если нет ни одного из побочных триггеров,
259803,Войти к Халгиру,
259805,Войти к старосте,
259806,Выйти от старосты,
259808,Войти в городской магазин,
259809,Выйти из городского магазина,
259811,Войти к кузнецу,
259812,Выйти от кузнеца,
259840,Вернуть в город,
259853,Войти к тайнописцу,
259854,Выйти от тайнописца,
260055,Осмотреть пустующий дом,
260152,Осмотреть дом,
260305,Взять черную метку,
260528,Осмотреть тайник,
260687,Срубить дерево,
261223,С 6 по 8 - да,
261228,с 14 по 18 - да,
261233,с 9 по 13 - да,
261250,19-20,
261253,15-16,
261262,с 11 по 12,
261265,с 9 по 10,
261266,С 6 по 8,
261570,Отплыть в Лонгхольм,
261623,Получить очки репутации Героя,
261705,Меделит,
261706,арМеделит,
261707,Андалин,
261708,арАндалин,
262657,Собрать гирлянду II этапа,
273110,Войти к дом Снежной Королевы,
273111,Выйти из дома Снежной Королевы,
273146,Войти в дом Снежной Королевы,
273170,Войти к Духу Зимы,
273171,Войти к Снежному духу,
273383,Триггеры подарков,
274678,Получить 100 Именных монет,
274836,Есть обычные?,
274839,Есть какие-то инструменты?,
274851,Есть волшебные?,
274854,Есть заговоренные?,
274893,Триггеры сообщений и ежедневных квестов,
274929,Хранитель Леса.,
275066,Получить аккаунт ратника на 10 дней,
275067,Получить аккаунт ратника на 30 дней,
275068,Получить аккаунт стратега на 10 дней,
275069,Получить аккаунт стратега на 30 дней,
276240,Победа в Соли-доре - да,
276346,текущий варвар - да,
276522,Поймать дух Лорны,
276524,Поймать дух Удира,
276525,Поймать дух Леса,
276836,уровень до 6 - да,
277504,Камень Мрачнолесья.,
277672,Получен камень Ярости - нет,
277673,Получен камень Лютости - нет,
277674,Получен камень Хитрости - нет,
277973,Осмотреть клановую реликвию,
278535,есть один из боевых плащей,
278536,Есть один из тончайших плащей,
279314,monument_RZM_nole,
279629,Сейф Гроптоф | открыть,
279979,Закрытие окна Гроптоф,
281385,Выдать инженерный комплект клана Сталкеры,
281395,Выдать эпический инженерный комплект клана Сталкеры,
282208,Самый лучший торт | Удалить будильник,
282792,Объединить коллекцию1,
282931,Получить 100 легендарных кристаллов ненависти,
285051,Выдать усл. инженерный комплект клана Сталкеры,
285145,Перепривязать,
286024,Вызов Аргзгула,
286025,Вызов Матери Гуудов,
286026,Вызов Капатука,
286176,Войти к Мордигору,
286177,Выйти от Мордигора,
286199,Войти к Актавиану,
286200,Выйти от Актаваина,
286210,Выйти от Актавиана,
286355,Dom Bruno1,
286544,Облачение Тьмы,
