206071,"Если ты уверен{|а}, что груз краденный, то будет хорошо, если ты сообщишь страже об этом. Что ты наш{ел|ла}? Тебя никто ни в чем не обвинит, и даже наоборот, на тебя будут смотреть с уважением, зная, что ты помог{|ла} вернуть краденное. А теперь расскажи, что ты наш{|ла}?","Если ты уверен{|а}, что груз краденный, то будет хорошо, если ты сообщишь страже об этом. Что ты наш{ел|ла}? Тебя никто ни в чем не обвинит, и даже наоборот, на тебя будут смотреть с уважением, зная, что ты помог{|ла} вернуть краденное. А теперь расскажи, что ты наш{|ла}?"
206072,"Здравствуйте, капитан. Мне нужен Ваш совет. Вы человек мудрый и, наверняка, сможете мне помочь. Дело вот в чем. Недавно я поговорил{|а} c нехорошим человеком и согласил{ся|ась} выполнить его задание. Нужно сходить в одно место и принести коробку обратно. Он запретил мне открывать коробку, но я все равно сделал{|а} это. Мне жутко стыдно и я чувствую себя не в своей тарелке, но то, что лежало внутри деревянной коробочки, явно украдено. И я хочу отдать это Вам, чтобы Вы сами решили этот вопрос. Вот такая неприятная ситуация. И я не знаю, правильно ли я поступаю, обманывая человека, пообещавшего мне заплатить за доставку.","Здравствуйте, капитан. Мне нужен Ваш совет. Вы человек мудрый и, наверняка, сможете мне помочь. Дело вот в чем. Недавно я поговорил{|а} c нехорошим человеком и согласил{ся|ась} выполнить его задание. Нужно сходить в одно место и принести коробку обратно. Он запретил мне открывать коробку, но я все равно сделал{|а} это. Мне жутко стыдно и я чувствую себя не в своей тарелке, но то, что лежало внутри деревянной коробочки, явно украдено. И я хочу отдать это Вам, чтобы Вы сами решили этот вопрос. Вот такая неприятная ситуация. И я не знаю, правильно ли я поступаю, обманывая человека, пообещавшего мне заплатить за доставку."
206076,"Я наш{ел|ла} %447%. Их прятал Слепень - разбойник, живущий в шалаше на восточном берегу. Это недалеко от Соли-Дора. Сегодня он нанял меня для того, чтобы я принес{|ла} %447% из его тайника, что находится в старой подводной лодке Гномов. Это на западном берегу, недалеко от реликтовых часов. Он собирается продать все какому-то перекупщику.","Я наш{ел|ла} %447%. Их прятал Слепень - разбойник, живущий в шалаше на восточном берегу. Это недалеко от Soli-Dor. Сегодня он нанял меня для того, чтобы я принес{|ла} %447% из его тайника, что находится в old подводной лодке Gnomes. Это на западном берегу, недалеко от реликтовых часов. Он собирается продать все какому-то перекупщику."
206082,"Сожалею, но я не смогу помочь Вам. Вчера я потянул{|а} спину и не могу таскать тяжести. Вам придется найти кого-то другого.","Сожалею, но я не смогу помочь Вам. Вчера я потянул{|а} спину и не могу таскать тяжести. Вам придется найти кого-то другого."
206083,"Ну что, наш{ел|ла} %449% и %450%? Мы с постояльцами уже изнываем от жары.","Ну что, наш{ел|ла} %449% и %450%? Мы с постояльцами уже изнываем от жары."
206084,"Отлично. Я сейчас же отдам пропеллеры Хильгору, чтобы он очистил их от ржавцины и промазал машинным маслом. А сам полезу продувать трубы. Спасибо за помощь, Воин. Возьми награду, ты ее заслужил{|а}.","Отлично. Я сейчас же отдам пропеллеры Хильгору, чтобы он очистил их от ржавцины и промазал машинным маслом. А сам полезу продувать трубы. Спасибо за помощь, Воин. Возьми награду, ты ее заслужил{|а}."
206085,"Да, я наш{ел|ла} эту страшную тяжесть. Вся поклажа весит как пол-паробота. Еще немного, и мне пришлось бы ташить все волоком.","Да, я наш{ел|ла} эту страшную тяжесть. Вся поклажа весит как пол-steambotа. Еще немного, и мне пришлось бы ташить все волоком."
206086,"Приветствую тебя, Вои{н|тельница}. У меня есть задание для тебя.","Приветствую тебя, Вои{н|тельница}. У меня есть задание для тебя."
206088,"Недавно ты разминировал{|а} брустверы в Мертвых Землях. Взрывчатку, что ты принес{|ла}, мы собирались уничтожить, так как не знали каким образом можно остановить запущенные часовые механизмы. Но мы все-таки додумались и сохранили обезвреженные заряды. Теперь им нашлось приминение. Старая дорога, что ведет к Соли-Дору, проходит по восточному побережью. Там находятся норы, которые облюбовали пауки. Сейчас они сидят внутри и готовятся дать свое омерзительное потомство. Если это произойдет, то у нас появятся три новых логова. В таком случае  деревне будет угрожать большая опасность. Мы не можем избавиться от одного логова, а если их будет четыре, то ты сам{|а} понимаешь, чем это закончится. Хорошо, что у нас есть %177%. Тебе нужно заложить по заряду в каждую нору. Ничего выдергивать из часового механизма не нужно. Я сам поставлю отсрочку в несколько часов. Этого вполне хватит, чтобы сделать ноги. %=177%\n","Недавно ты разминировал{|а} брустверы в Мертвых Землях. Взрывчатку, что ты принес{|ла}, мы собирались уничтожить, так как не знали каким образом можно остановить запущенные часовые механизмы. Но мы все-таки додумались и сохранили обезвреженные заряды. Теперь им нашлось приминение. Old дорога, что ведет к Soli-Dorу, проходит по восточному побережью. Там находятся норы, которые облюбовали пауки. Сейчас они сидят внутри и готовятся дать свое омерзительное потомство. Если это произойдет, то у нас появятся три новых логова. В таком случае деревне будет угрожать большая опасность. Мы не можем избавиться от одного логова, а если их будет четыре, то ты сам{|а} понимаешь, чем это закончится. Хорошо, что у нас есть %177%. Тебе нужно заложить по заряду в каждую нору. Ничего выдергивать из часового механизма не нужно. Я сам поставлю отсрочку в несколько часов. Этого вполне хватит, чтобы сделать ноги. %=177%\n"
206092,"{Молодец|Умничка}! Люблю таких как ты - смышленных и исполнительных. Как я уже говорил, ты далеко пойдешь. Держи награду, ты, как всегда, ее заслужил{|а}.","{Молодец|Умничка}! Люблю таких как ты - смышленных и исполнительных. Как я уже говорил, ты далеко пойдешь. Держи награду, ты, как всегда, ее заслужил{|а}."
206098,"Ничего особенного и сложного. Дело вот в чем. В самом начале войны был один химик, который изобрел очень мощную взрывчатку. Видел{|а} воронки от взрывов на поле боя? Это его рук дело. Создатель этого невероятного взрывчатого вещества пожелал лично присутствовать при первых боевых испытаниях и погиб со стрелой в голове. Оказалось, что формулу знал только он. Поиски каких-либо записей ни к чему не привели. Недавно о взрывчатке вспомнили. Корагор попросил меня воссоздать вещество. Но, сказать по правде, я даже не представляю с чего начать.","Ничего особенного и сложного. Дело вот в чем. В самом начале войны был один химик, который изобрел очень мощную взрывчатку. Видел{|а} воронки от взрывов на поле боя? Это его рук дело. Создатель этого невероятного взрывчатого вещества пожелал лично присутствовать при первых боевых испытаниях и погиб со стрелой в голове. Оказалось, что формулу знал только он. Поиски каких-либо записей ни к чему не привели. Недавно о взрывчатке вспомнили. Корагор попросил меня воссоздать вещество. Но, сказать по правде, я даже не представляю с чего начать."
206104,"Воин! Здравствуй. Ты-то мне и нуж{ен|на}! Садись, есть разговор.","Воин! Здравствуй. Ты-то мне и нуж{ен|на}! Садись, есть разговор."
206109,"Держи. Это %470%. Будь крайне осторож{ен|на}. Если хоть капля попадет на тебя, считай себя мертвецом. Идти тебе нужно в лагерь Черных Рыцарей, что расположен рядом с Реликтовыми часами. Это южнее Соли-Дора. Там ты увидишь бело-красные шатры, это и есть лагерь. Рядом с одним из них лежит груда ящиков. Вылей воду на них и поспеши убраться, покуда тебя не заметили. %=470%\n","Держи. Это %470%. Будь крайне осторож{ен|на}. Если хоть капля попадет на тебя, считай себя мертвецом. Идти тебе нужно в лагерь Черных Рыцарей, что расположен рядом с Реликтовыми часами. Это южнее Soli-Dor. Там ты увидишь бело-красные шатры, это и есть лагерь. Рядом с одним из них лежит груда boxов. Вылей воду на них и поспеши убраться, покуда тебя не заметили. %=470%\n"
206114,С возвращением! Как все прошло? Ты вылил{|а} воду на ящики?,С возвращением! Как все прошло? Ты вылил{|а} воду на boxes?
206115,"Да, хотя мне было страшновато это делать. Очень боял{ся|ась}, что %470% попадет на меня. Но все обошлось.","Да, хотя мне было страшновато это делать. Очень боял{ся|ась}, что %470% попадет на меня. Но все обошлось."
206116,"Отлично! Ты сделал{|а} все быстро и правильно. За выполнение этого нелегкого задания я дам тебе хорошую награду и немного эликсиров. Уж кому-кому, а тебе они пригодятся.","Отлично! Ты сделал{|а} все быстро и правильно. За выполнение этого нелегкого задания я дам тебе хорошую награду и немного эликсиров. Уж кому-кому, а тебе они пригодятся."
206117,"Приветствую тебя, славн{ый|ая} {Воин|Воительница}! Я как раз разыскивал тебя.","Приветствую тебя, славн{ый|ая} {Воин|Воительница}! Я как раз разыскивал тебя."
206118,"За твоими плечами не мало успешных заданий. Впереди тебя ждет только слава, если будешь расти так же уверенно, как сейчас. Но все это к делу не относится. Как тебе, наверное, известно, у нас, как и у недомерков, есть обширная сеть шпионов и агентов, добывающих для нас информацию. Некоторые из них приносят ее сами, а некоторые оставляют в укромных местах, чтобы мы могли забрать ее в определенное время. Сегодня как раз такой день, когда нужно наведаться в тайник и забрать %471%. Я хочу, чтобы ты сделал{|а} это. Идти нужно на север Соли-Дора. %=471%\n","За твоими плечами не мало успешных заданий. Впереди тебя ждет только слава, если будешь расти так же уверенно, как сейчас. Но все это к делу не относится. Как тебе, наверное, известно, у нас, как и у недомерков, есть обширная сеть шпионов и агентов, добывающих для нас информацию. Некоторые из них приносят ее сами, а некоторые оставляют в укромных местах, чтобы мы могли забрать ее в определенное время. Сегодня как раз такой день, когда нужно наведаться в тайник и забрать %471%. Я хочу, чтобы ты сделал{|а} это. Идти нужно на север Soli-Dor. %=471%\n"
206122,"Пожалуй, я еще не готов{|а} к путешествию по пустыне. Там слишком опасно для меня, и я боюсь подвести вас.","Пожалуй, я еще не готов{|а} к путешествию по пустыне. Там слишком опасно для меня, и я боюсь подвести вас."
206125,"Очень интересно. Тут говорится, что недомерки начали строительство садов и каких-то странных конструкций к северо-востоку от пустыни Белые кости. Раньше там была долина со скудной растительностью, а теперь там зеленеют сады, и растут какие-то плодовые культуры. Как мы могли это упустить?! И уже, наверняка, поздно что-либо делать. Если они начали стройку, то это значит, что все подходы тщательно охраняются. Проклятье! Мне нужно подготовить доклад. Спасибо за помощь, Воин. Теперь ступай. Ах, да! Держи награду - ты ее заслужил{|а}.","Очень интересно. Тут говорится, что недомерки начали строительство садов и каких-то странных конструкций к северо-востоку от пустыни Белые кости. Раньше там была долина со скудной растительностью, а теперь там зеленеют сады, и растут какие-то плодовые культуры. Как мы могли это упустить?! И уже, наверняка, поздно что-либо делать. Если они начали стройку, то это значит, что все подходы тщательно охраняются. Проклятье! Мне нужно подготовить доклад. Спасибо за помощь, Воин. Теперь ступай. Ах, да! Держи награду - ты ее заслужил{|а}."
206132,"Здравствуйте, уважаемый Валиан. Я приш{ел|ла} по просьбе старосты Златована, чтобы помочь Вам в приготовлении эликсира для Ярована.","Здравствуйте, уважаемый Valian. Я приш{ел|ла} по просьбе headman Zlatovan, чтобы помочь Вам в приготовлении эликсира для Ярована."
206133,"{Молодой человек|Девушка}, помочь мне с варкой эликсира ты вряд ли сможешь, но я не откажусь, если ты возьмешь на себя сбор ингредиентов. Список большой, и мне никак не успеть самому. Так что твоя помощь в этом деле будет очень весомой.","{Молодой человек|Девушка}, помочь мне с варкой эликсира ты вряд ли сможешь, но я не откажусь, если ты возьмешь на себя сбор ингредиентов. Список большой, и мне никак не успеть самому. Так что твоя помощь в этом деле будет очень весомой."
206134,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день, и мне выпала честь сообщить тебе об этом. Как я и говорил, недавно староста Златован подписал приказ, в котором я присваиваю тебе ранг Новобранца. В связи с тем, что ты набрал{|а} пятьсот очков доблести, приказ вступает в силу немедленно. Прими мои искренние поздравления! Теперь ты имеешь право покупать наградные вещи в магазине Барфоса. В следующий раз ты будешь повышен{|а} до Легионера. Для этого тебе необходимо набрать тысячу двести очков доблести.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день, и мне выпала честь сообshieldь тебе об этом. Как я и говорил, недавно headman Zlatovan подписал приказ, в котором я присваиваю тебе rank Новобранца. В связи с тем, что ты набрал{|а} пятьсот очков доблести, приказ вступает в силу немедленно. Прими мои искренние поздравления! Теперь ты имеешь право покупать наградные вещи в магазине Barfos. В следующий раз ты будешь повышен{|а} до Legionerа. Для этого тебе необходимо набрать тысячу двести очков доблести."
206136,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 1200, и ты принес{|ла} регалию, я присваиваю тебе ранг Легионера. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 2500 и улучшить регалию Легионера до регалии Мастера клинка. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 1200, и ты принес{|ла} регалию, я присваиваю тебе rank Legionerа. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 2500 и улучшить регалию Legionerа до регалии Мастера клинка. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206138,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 2500, и ты принес{|ла} регалию, я присваиваю тебе ранг Мастер клинка. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 4000 и улучшить регалию Мастера клинка до регалии Гвардейца. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.\n","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 2500, и ты принес{|ла} регалию, я присваиваю тебе rank Blade Master. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 4000 и улучшить регалию Мастера клинка до регалии Гвардейца. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.\n"
206140,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 4000, и ты принес{|ла} регалию, я присваиваю тебе ранг Гвардеец. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 7000 и улучшить регалию Гвардейца до регалии Оруженосца. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 4000, и ты принес{|ла} регалию, я присваиваю тебе rank Гвардеец. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 7000 и улучшить регалию Гвардейца до регалии Оруженосца. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206142,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 7000, и ты принес{|ла} регалию, я присваиваю тебе ранг Оруженосец. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 11000 и улучшить регалию Оруженосца до регалии Рыцарь Лонгхольма. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 7000, и ты принес{|ла} регалию, я присваиваю тебе rank Squire. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 11000 и улучшить регалию Оруженосца до регалии Knight of Longholm. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206144,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 11000, и ты принес{|ла} регалию, я присваиваю тебе ранг Рыцарь Лонгхольма. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 17000 и улучшить регалию Рыцарь Лонгхольма до регалии Черного рыцаря. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 11000, и ты принес{|ла} регалию, я присваиваю тебе rank Knight of Longholm. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 17000 и улучшить регалию Knight of Longholm до регалии Черного рыцаря. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206146,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 17000, и ты принес{|ла} регалию, я присваиваю тебе ранг Черного рыцаря. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 25000 и улучшить регалию Черного рыцаря до регалии Посвященного. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 17000, и ты принес{|ла} регалию, я присваиваю тебе rank Черного рыцаря. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 25000 и улучшить регалию Черного рыцаря до регалии Посвященного. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206148,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 25000, и ты принес{|ла} регалию, я присваиваю тебе ранг Посвященный. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 38000 и улучшить регалию Посвященного до регалии Всадника зари. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 25000, и ты принес{|ла} регалию, я присваиваю тебе rank Посвященный. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 38000 и улучшить регалию Посвященного до регалии Всадника зари. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206150,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 38000, и ты принес{|ла} регалию, я присваиваю тебе ранг Всадника зари. Ранг - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Барфоса. Прими мои искренние поздравления!\nА для того, чтобы получить следующий ранг, тебе нужно будет довести свою доблесть до 55000 и улучшить регалию Всадника зари до регалии Паладина. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день. Поскольку твоя доблесть достигла 38000, и ты принес{|ла} регалию, я присваиваю тебе rank Всадника зари. rank - это не только почет, но и возможность использовать наградные вещи вроде тех, что продаются в магазине Barfos. Прими мои искренние поздравления!\nА для того, чтобы получить следующий rank, тебе нужно будет довести свою доблесть до 55000 и улучшить регалию Всадника зари до регалии Паладина. Это можно сделать, купив специальный набор у ювелиров или создав их самостоятельно по рецепту."
206152,"Здравия желаю, Вои{н|тельница}! Я давно слежу за тобой, и твои успехи радуют меня. Вчера я написал приказ, в котором повышаю тебя до Новобранца. Староста Златован должен подписать его на днях. Но приказ вступает в силу лишь после того, как ты наберешь пятьсот очков доблести. Поэтому я хочу, чтобы ты как можно скорее приступил{|а} к зарабатыванию доблести. Для этого нужно ходить на арену и убивать там противников. За каждого убитого врага ты будешь получать очки доблести. Портал на арену находится на мысе Грома. С каждым новым рангом ты будешь получать возможность приобретать наградные вещи. Некоторые из них продаются в магазине Барфоса.","Здравия желаю, Вои{н|тельница}! Я давно слежу за тобой, и твои успехи радуют меня. Вчера я написал приказ, в котором повышаю тебя до Новобранца. Староста Златован должен подписать его на днях. Но приказ вступает в силу лишь после того, как ты наберешь пятьсот очков доблести. Поэтому я хочу, чтобы ты как можно скорее приступил{|а} к зарабатыванию доблести. Для этого нужно ходить на арену и убивать там противников. За каждого убитого врага ты будешь получать очки доблести. Portal на арену находится на мысе Грома. С каждым новым rankом ты будешь получать возможность приобретать наградные вещи. Некоторые из них продаются в магазине Barfos."
206154,"Здравствуй, Вои{н|тельница}!. Я давно слежу за тобой, и твои успехи радуют меня. Вчера я написал приказ, в котором повышаю тебя до Новобранца. Принц Корагор должен подписать его на днях. Но приказ вступет в силу лишь после того, как ты наберешь пятьсот очков доблести. Поэтому я хочу, чтобы ты как можно скорее приступил{|а} к зарабатыванию доблести. Для этого нужно ходить на арену и убивать там противников. За каждого убитого врага ты будешь получать очки доблести. Портал на арену находится вблизи кладбища на Кумъярской дороге. С каждым новым рангом ты будешь получать возможность приобретать наградные вещи. Некоторые из них продаются в торговой лавке Урдина.","Здравствуй, Вои{н|тельница}!. Я давно слежу за тобой, и твои успехи радуют меня. Вчера я написал приказ, в котором повышаю тебя до Новобранца. prince Koragor должен подписать его на днях. Но приказ вступет в силу лишь после того, как ты наберешь пятьсот очков доблести. Поэтому я хочу, чтобы ты как можно скорее приступил{|а} к зарабатыванию доблести. Для этого нужно ходить на арену и убивать там противников. За каждого убитого врага ты будешь получать очки доблести. Portal на арену находится вблизи кладбища на Кумъярской дороге. С каждым новым rankом ты будешь получать возможность приобретать наградные вещи. Некоторые из них продаются в торговой лавке Урдина."
206156,"Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день, и мне выпала честь сообщить тебе об этом. Как я и говорил, недавно Принц Корагор подписал приказ, в котором я присваиваю тебе звание ""Рекрут"". В связи с тем, что ты набрал{|а} пятьсот очков доблести, приказ вступает в силу немедленно. Прими мои искренние поздравления! Теперь ты имеешь право покупать наградные вещи в Торговой лавке Урдина. В следующий раз ты будешь повышен{|а} до Рубаки. Для этого тебе необходимо набрать тысячу двести очков доблести.","Смирно! Здравия желаю, Вои{н|тельница}! Сегодня у тебя великий день, и мне выпала честь сообshieldь тебе об этом. Как я и говорил, недавно prince Koragor подписал приказ, в котором я присваиваю тебе звание ""Recruit"". В связи с тем, что ты набрал{|а} пятьсот очков доблести, приказ вступает в силу немедленно. Прими мои искренние поздравления! Теперь ты имеешь право покупать наградные вещи в Торговой лавке Урдина. В следующий раз ты будешь повышен{|а} до Рубаки. Для этого тебе необходимо набрать тысячу двести очков доблести."
