Ладно, не переживай... Это меня обманули, а ты только выполнял{|а} приказ. На тебе вины нет, это мой недосмотр...
С возвращением, Вои{н|тельница}...
Всё! Завершил{|а} Ваше задание! Убил{|а} этого Варграфа и подложил{|а} Ваш молот.
Воистину героическое событие... Благодарю тебя, {друг|подруга}! Хоть и стал виной твоему героизму такой трагический повод... Ты достойно проявил{|а} себя! А о семье погибшего невинного Человека, я позабочусь сам, не тревожься.
Здравствуй, {чудо|солнышко}! Давно не виделись, да? Я даже и забыла, как ты выглядишь... Подумать только, целых две недели я бродила по далёким лесам и рощам, чтобы собрать свежих букетиков с цветами! Ты же знаешь, что приближается праздник Весны?!
Ну это просто... Ты будешь долж{ен|на} вырастить по 5 тюльпанов и ландышей. Да-да, именно вырастить! Не смотри на меня такими глазами! Купишь у торгового представителя семечку ландыша и луковицу тюльпана, посадишь их в горшочек с землёй... Смотри, не очень глубоко сажай, а то не взойдёт! А когда росток взойдёт, полей его из лейки с зачарованной водой. Её тоже купишь у торгового представителя. Но следи, чтобы не перелить, иначе можешь загубить... В общем, соберёшь по 5 цветочков, свяжешь в букеты и принесёшь мне.\n%=1597,1605,1606,1607%\n
Это хорошо, что ты слышал{|а}! Но я могу тебе предложить задание! Хоть я и набрала несколько букетиков, их всё же недостаточно, чтобы пышно отпраздновать этот замечательный день! Посмотри вокруг, как солнце светит, и птицы поют!
Да, я слышал{|а}.
Ну не будь так{им|ой} мрачн{ым|ой}! Война войной, но жизнь же не заканчивается одними боями! Листики шепчутся на ветру, независимо от того, что творится вокруг дерева! Вот бери с них пример!
Подожди, это не всё. Ещё я хочу, чтобы ты собрал{|а} эти цветы в вазу... В общем, принеси мне три букета и одну вазу с цветами! Подходящая ваза продавалась у торгового представителя. Я её всё видела, но руки не доходили купить...\n%=1608%\n
Так быстро вернул{ся|ась}? Чего-то забыл{|а}?
С возвращением, {мой герой|моя героиня}! Я уже и заждалась букетиков!
Хорошо, ты решил{|а}.
Нет, ты что, я тебя не укоряю! Кстати, я тут подумала... Может быть, ты захочешь оставить себе эти букеты? В конце концов, лучше будет, если ты их сам{|а} подаришь {девушкам|другим девушкам}! И тебе приятно, и мне проще... В общем, выбирай! За букетики я тебе дам полторы золотые монеты. Или только 50 серебряных монет, если ты решишь их оставить себе.
Ну простите, я торопил{ся|ась}, как мог{|ла}...
Здравствуй, Вои{н|тельница}... Хочу тебя попросить об одном одолжении.
С возвращением, Вои{н|тельница}! Принес{|ла} мне осколок кристалла?
Приветствую... Заш{ел|ла} за новым отбойником?
Да! Замечательно! Благодарю, ты спас{|ла} меня! Да даже не только меня, а всех Гномов!
Нет, на этот раз я принес{|ла} Вам кристаллический осколок. Такого будет достаточно для молотилки?
Как я рад тому, что ты заш{ел|ла}! Только благодаря тебе мне удалось не просто спасти нашу деревню от голода, но и даже перевыполнить план! Представляешь?!
Вот, посмотрите, что я наш{ел|ла} на пороге Вашего дома.
Ничего, хорошо, что ты принес{|ла} её мне, а не ему. Я что-нибудь придумаю! Ты позволишь мне её оставить у себя? Думаю, тебе интереснее будет получить золотую монетку, правда?
Здравствуй, Вои{н|тельница}. Заходи, выпей моего пивка!
Ну не знаю, как-то я в этом не уверен{|а}. Я лучше найду какой-нибудь ещё способ заработать деньги.
Приветствую Вас, {юноша|девушка}, чем я могу Вам помочь?
Здравствуйте, почтенный Зальес... Да вот, прослышал{|а} о том, что Вам приглянулся добытый с болотного жука кристалл и принес{|ла} ещё несколько.
Послушай меня, Вои{н|тельница}! Мне срочно требуется твоя помощь!
Поищи на границе Шионских болот и леса, в глубине омута рядом со странными железными развалинами. Вот, возьми эти три эликсира дыхания под водой... Они помогут тебе достать то, что покоится в глубине болота. Но будь осторож{ен|на}, оно может быть глубже, чем кажется!
Простите, магистр, боюсь я не готов{|а} к этому заданию.
Необходимо изучить Шионские болота! Те камни, что ты принес{|ла}, мне были лишь побочным следствием более глобального события...
Пока неизвестно... Это я и хочу выяснить. А для этого мне нужно, чтобы ты наш{ёл|ла} причину возникания этого камня.
Что это ты мне принес{|ла}?! Не верю своим глазам!
Хотя я и уверен{|а}, что Вы меня с кем-то путаете, я помогу Вам.
С ума сош{ёл|ла}, Джонни?! Таких денег я даже Грязному Сулле не платил! А уж он-то был таким помощником, что все в округе завидовали!
Конечно, од{ин|на}, кто тут ещё может быть в этих болотах? Грибы одни, да жуки!
Виркли я! Ты од{ин|на}? За тобой никто не следил?
Кто там! Не открывай дверь! Ты сделал{|а} то, о чём я просил?
Да, убил{|а} целый десяток...
Замечательно! Ты просто мо{й спаситель|я спасительница}! Возьми кошелёк! Он у тебя, под ногами... Заходи ещё ко мне как-нибудь потом, ладно?
Нет, о чём это Вы? Вы просили убить болотных жуков, я их убил{|а}!
Боюсь, я сейчас слишком занят{|а}.
Ты зачем меня обманул{|а}?! Почему ты меня ненавидишь?!
Вот, ты сказал{|а}! Убей их всех! Уничтожь! Я хочу, чтобы вокруг моего домика было пусто-пусто! Я хочу тишины! Я хочу спокойствия!
Ну ты расправил{ся|ась} с ними?! Кошелёк у тебя под ногами! Обрадуй меня!
Да, я убил{|а} десяток человекоящеров.
{Храбрый юноша|Милая девушка}, сослужишь мне ещё одну службу?
Правда? А зачем? Вы думаете, там есть второе? Я, когда нырял{|а}, видел{|а} только одно.
Уважаемый магистр, я был{|а} бы не прочь услышать её подробности...
Ну так вот... Я бы хотел, чтобы ты добыл{|а} ещё одно такое же и бросил{|а} его в водоворот озера Уух-Туума.
Простите, Зальес, я не готов{|а} к этому поручению.
Помнишь Наваждение, которое было в Шионских болотах? Ты приносил{|а} мне такое недавно...
Прости меня, юн{ый Воин|ая Воительница}, но ещё слишком рано тебе знать эту тайну... Она может оказаться слишком тяжела для твоего сознания! Некоторые вещи крайне опасны для неподготовленных... Но вот, возьми эти монеты. Надеюсь, они помогут забыть своё любопытство.
Вои{н|тельница}, есть ли у тебя сейчас какие-то срочные поручения? Я бы хотел проверить твои таланты... И для этого, наверное, мне придётся тебя занять на некоторое время. Позволь мне сразу поведать тебе суть этого испытания. Тебе предстоит отправиться к фермеру Дилану и попросить его отдать тебе то, что я ему отдал на хранение десяток лет назад.
Хорошо, я готов{|а} к заданию.
Раз ты готов{|а}, не медли, отправляйся к Дилану и возьми у него тот артефакт.
Простите меня, уважаемый, я бы хотел{|а} сначала завершить все свои дела...
Здравствуй, {друг|подруга}! Чем я могу помочь тебе? Заходи, может пивка выпьем?
Помнишь, ты принес{|ла} мне золотые шестерёнки?
Совершенно верно... Просто ты не од{ин|на} мне её принес{|ла}. В общем, сейчас уже поговорим не о нашем споре, а о деле. Так вот, дело это заключается в том, чтобы вставить шестерёнки в камнедробилки кварцевых шахт. Почему именно золотые? Честно говоря, я и сам не понимаю... Но эти дробилки сделали наши предки и мы долгие годы не могли понять, почему же они не работают. А тут ты принес{|ла} золотые шестерни... Просто необходимо проверить работу камнедробилок с ними! Вот три шестерни, сможешь их установить в камнедробилки?
Да, я буду рад{|а} помочь.
Здравствуй, Вои{н|тельница}. Ты завел{|а} все машины?
Нет, Крагор... Видите ли, одна из шестерёнок сломалась, когда я попытал{ся|ась} запустить машину.
Я даже отсюда слышу их гул! Не надо ничего рассказывать! Спасибо, Вои{н|тельница}, благодаря тебе мы получили в свои руки чудесное орудие!
У меня для тебя радостная весть, Вои{н|тельница}!
Простите меня, Крагор, но я сейчас очень занят{|а}!
Ха! По поручению, конечно! Скажешь ещё! За наградой приш{ел|ла}, знаю я твоё племя! Ручки вон как жадно сжал{|а}!
Простите, что потревожил{|а} Вас, почтенный Бардин. Я приш{ел|ла} по поручению уважаемого Крагора.
Джонни, здравствуй. Ты уже слышал{|а} о новом приказе?
Замечательно, Дафур, я готов{|а} принять участие в охоте.
Я ещё не готов{|а} к этому заданию.
Джонни, {друг мой|подруга моя}, справил{ся|ась} ли ты с заданием Корагора?
И не больше? Что-то ты слишком уж примерно следуешь рунам законов... Мог{|ла} бы и перевыполнить задание! Ну да ладно. Вот, держи свою награду.
Да, я убил{|а} десяток гигантских крыс. Это же число было сказано в указе?
Джонни! Опять ты, бездельн{ик|ица} где-то шаришься! Небось не в курсе нового приказа принца Корагора?!
Я рад{|а}, Дафур, что смогу послужить своему народу.
Как, уже новый приказ? Я же недавно только выполнил{|а} предыдущий, про крыс...
Извини, Дафур, я сейчас занят{|а}.
Уже вернул{ся|ась}, Джонни? Будешь рассказывать о своей охоте или рассчитаемся молча?
Здравствуй, незнакомец. Ты уже слышал{|а} о новом приказе?
Замечательно, Виркли, я готов{|а} принять участие в охоте.
Это я, Виркли, я убил{|а} десяток человекоящеров. Это же число было сказано в указе? И теперь я бы хотел получить свою награду...
Ты кто так{ой|ая}?! Почему ты задаёшь такие странные вопросы?! Ты сумасшедш{ий|ая}?!
Кто это?! Представься! А нет, не надо представляться! Не хочу знать твоего имени! Вдруг ты од{ин|на} из них!
Нет, Виркли, я не од{ин|на} из них... Я выполнил{|а} задание Златована по убийству октупулусов. Хотелось бы получить обещанную награду...
Хорошо, даже если ты и обманываешь меня, ты видел{|а} живого октупулуса. Отойди от двери! Сейчас я в под ней просуну монетки! Собери их и уходи!
Джонни! Сколько тебя можно искать?! Не слышал{|а} ещё, что Корагор выпустил ещё один приказ?!
Что, Джонни, за наградой приш{ел|ла}? Уже, небось, убил{|а} десяток фантомов? Помню я, как ты чуть ли не бегом от меня бежал{|а}!
Да, монетки бы не помешали... Тем более, что я расправил{ся|ась} с фантомами.
Вои{н|тельница}! Сколько тебя можно искать?! Хоть бы кто зашёл в мой дом, узнать новый приказ старосты! Не слышал{|а} ещё, что староста выпустил ещё один?!
Боюсь, на этот раз я вынужден{|а} отказаться, Виркли.
Что, Вои{н|тельница} за наградой приш{ел|ла}? Уже, небось, убил{|а} десяток фантомов?
Да, монетки бы не помешали... Тем более, что я, действительно, расправил{ся|ась} с фантомами.
Добрый день, Джонни! Заскучал{|а} уже, небось, без новых приказов? Так я тебя обрадую, только что свежий приказ от Корагора принесли! Даже чернила ещё не обсохли...
Простите, Дафур, я вспомнил{|а} о срочном деле.
Понятно. Ну что же, я опять нуж{ен|на} своему народу...
Здравствуй, Вои{н|тельница}. Ну как, освоил{ся|ась} немного в нашей деревне?
То есть я за манок долж{ен|на} ответить на несколько Ваших вопросов?
А как твои боевые навыки? Всё вспомнил{|а}? Ты же, вроде говорил{|а}, что с памятью не очень...
Хорошо, я соглас{ен|на}!
Это замечательно! Но давай-ка мы проверим твои знания? Конечно, не за так... В награду я тебе дам вот этот манок. Знаешь, зачем он нужен? С ним ты сможешь призвать себе боевого питомца! Конечно, не сразу... Хотя, может быть, ты удачлив{|а} и всё получится после первого же боя! Тут главное в нужном настроении начать бой в подземелье, чтобы сработал манок и призвался питомец. Ну ты поймёшь, думаю.\n%=1621%\n
Мне очень жаль, но ты не прав{|а}... Придётся начать с самого начала.
Да, ты прав{|а}. А вот представь, что ты попал{|а} в суперигру. Когда ты сможешь победить?
Вот ты молодец! Спасибо, что напомнил{|а}. Что такое медали?
Уфф... Чего-то даже я притомился тебя слушать. А уж как у тебя пересохло горло говорить, наверное... Ну ладно, вот, держи %1621%, честно заслужил{|а}!\n%=1621%\n
Я дам ему денег, я щедр{ый|ая}.
Я погибну, но буду воскрешен{|а} на кладбище, а мои вещи потеряют часть прочности.
Ну давай рассчитаемся. Десяток уже убил{|а}, Джонни?
Что, Джонни, готов{|а} ко второму приказу Корагора? Тут уже и третий, говорят, вышел...
Так, Джонни. Дело простое, но крайне важное... В подземельях под Соли-дором можно часто встретить различную нежить, например, Зомби. Думаю, ты долж{ен|на} был{|а} их видеть, когда охотил{ся|ась} на фантомов. Так вот, некоторые из них некогда были Гномами... Хотел{|а} бы ты сам{|а} такого посмертия? Воскреснуть потом в виде этой омерзительной нежити!
Да уж... Соглас{ен|на}, мы должны приложить все свои силы, чтобы упокоить наших павших собратьев.
Вот, держи полотенце, Джонни. Вытри свой пот и кровь. При взгляде на тебя сразу становится ясно, что ты подош{ёл|ла} серьёзно к упокоению наших братьев...
Добрый день, путни{к|ца}! Заскучал{|а} уже, небось, без новых приказов? Так я тебя обрадую, только что свежий приказ от Златована принесли! Даже чернила ещё не обсохли...
Простите, Виркли, я вспомнил{|а} о срочном деле.
Именно, незнаком{ец|ка}, именно! С десятком элементалей справишься?
Ну давай рассчитаемся. Десяток уже убил{|а}, да?
Что, Вои{н|тельница}, готов{|а} ко второму приказу Златована? Тут уже и третий, говорят, вышел...
Так, путни{к|ца}. Дело простое, но крайне важное... В подземельях под Соли-дором можно часто встретить различную нежить, например, Зомби. Думаю, ты долж{ен|на} был{|а} их видеть, когда охотил{ся|ась} на фантомов. Так вот, некоторые из них некогда были Людьми... Хотел{|а} бы ты сам{|а} такого посмертия? Воскреснуть потом в виде этой омерзительной нежити!
Вот, держи полотенце, герой. Вытри свой пот и кровь. При взгляде на тебя сразу становится ясно, что ты подош{ёл|ла} серьёзно к упокоению наших братьев...
Ну вот, Джонни, ты вполне понятлив{ый|ая}, хотя и пытаешься казаться глупее... Но к делу. Сможешь убить десяток диких гуудов в подземельях? Слишком уж они пугают своих прирученных нами собратьев.
Думаю, раз ты вновь стучишься в мою дверь, значит ты уже выполнил{|а} моё поручение. Так, Джонни?
Да, обагрил{|а} свою секиру кровью десятка Гуудов.
Вои{н|тельница}, вот и пришла пора для последнего приказа старосты Златована.
Ну вот, Вои{н|тельница}, ты вполне понятлив{ый|ая}, хотя и пытаешься казаться глупее... Но к делу. Сможешь убить десяток диких гуудов в подземельях? Дело в том, что близится сезон, во время которого они беспрестанно издают зов, который приводит в неистовство и превращает в яростных бойцов прирученных Гномами гуудов.
Думаю, раз ты вновь стучишься в мою дверь, значит ты уже выполнил{|а} моё поручение. Так?
Да, обагрил{|а} свой меч кровью десятка Гуудов.
Ну что, ты наш{ел|ла} мой чек?
Да, вот он, я готов{|а} вернуть его Вам за вознаграждение.
Послушай меня, Вои{н|тельница}... Где-то в этой Башне я потерял один чек на предъявителя. По нему можно получить 10 тысяч мер серебра.
Почему-то мне кажется, что Вы никогда не поймёте, что меня зовут не Джонни... Я прав{|а}?
На что ты готов{|а} за монетку, Джонни?
А ты уже справил{ся|ась}, Джонни? Метеор, просто метеор...
Дела, Вои{н|тельница}, дела...
Вои{н|тельница}, хоть ты и оказываешь неоценимую помощь нашей деревни, всё же ты странн{ый|ая}!
Фантазии, фантазии... Ты бы к целителю сходил{|а}, что ли. Хорошо хоть твоё безумство безобидное!
Нда... Ну ладно, может быть, есть какие-то задания? Я же по делу приш{ел|ла}.
На что ты готов{|а} за монетку?
А ты уже справил{ся|ась}? Метеор, просто метеор...
Дар-р-рова, Вои{н|тельница}! Ка-а-ак слу-у-ужба?
А ч-ч-чего ты хотел{|а}?! Я готов пом-м-мочь!
Да вот, Бардин вручил мне этот механизм... Я подумал{|а}, что Вы можете рассказать, зачем он нужен.
Вои{н|тельница}... У меня просто нет слов. Ты и не представляешь, какое сокровище попало тебе в руки!
Ну как? Наш{ел|ла} чего-нибудь? Удалось узнать тайну обелиска?
Да, вот обнаружил{|а} эту склянку.
Здравствуй, Вои{н|тельница}. Что-то не вижу радости на твоём лице...
Да не то, чтобы задание... В общем, ты сам{|а} заинтересован{|а} в его выполнении. Я знаю, каким будет одно из испытаний Зальеса... И могу тебе подсказать, как поступать, чтобы удивить старика и выполнить задание досрочно.
Да вот, Сэмиус, подкинул мне твой учитель Зальес головоломку... Я забрал{|а} у Дилана странную руну, а чего делать с ней и не знаю.
Да, наковырял{|а} металлолома. Достаточно?
Вот, Вои{н|тельница}, мне удалось собрать тебе мешочек с этим притягивающим веществом...
Простите меня, но я очень занят{|а}.
А около фермы Дилана. Отправляйся туда и осторожно води этим мешочком над каждым стогом. Но будь аккурат{ен|на}! Мало ли что в них может заваляться железного... Вдруг кто-то свой меч потерял!
Принес{|ла} иголку?
Нет... Тут такое дело... В стоге оказались вилы, которые вылетели и проткнули мешок. Хорошо хоть я не пострадал{|а}, но вот это странное вещество рассыпалось.
Вои{н|тельница}! Поработать хочешь?!
Ну тогда слушай. Задание простое, но опасное. Поэтому платить я буду серьёзно. Я хочу, чтобы ты отправил{ся|ась} в Кварцевые долины и добыл{|а} для меня 2 шашки динамита из бочек с динамитом. Но будь осторож{ен|на}, велика вероятность детонации... И кто знает, куда тебя занесёт ударной волной!
Обугленн{ый|ая}, но непокорён{ный|ная}, наш{ герой|а героиня} вернул{ся|ась} с выполненным заданием к мудрому старцу...
Ну не обижайся. Ты выполнил{|а} важное задание и очень помог{|ла} мне!
Вои{н|тельница}, как проходит подготовка к испытаниям Зальеса?
Я рад{|а}! А, может быть, Вы сами расскажете что-нибудь?
Конечно, это будет не так просто, как на словах... Но в общих чертах ты прав{|а}.
Почему-то мне кажется, Вои{н|тельница}, что тебе есть много о чём рассказать...
Слушай, Вои{н|тельница}! Срочное поручение от Крагора! Он просит тебя починить центральную опреснительную установку!
Замечательно! Этому почтенному гному я всегда готов{|а} помочь!
Приветствую, Вои{н|тельница}! Чем могу помочь Вам?
Я приш{ел|ла} сообщить Вам, что я починил{|а} опреснительную установку.
Вои{н|тельница}, очень хорошо, что ты пока не уш{ел|ла}. Хочу ещё тебе работку предложить. Как ты насчёт того, чтобы заняться горным делом?
Наверное, я пока не готов{|а} к этому заданию.
Здравствуй, Вои{н|тельница}. Как проходят взрывные работы?
Да уже навзрывал{ся|ась}. Руда, корни, порошок. Вы об этом просили?
А ты уже всё собрал{|а}? Вот исполнительн{ый малый|ая какая}! Ну тогда держи награду.
Так вот, Вои{н|тельница}, сейчас я могу тебе немного рассказать об испытаниях Зальеса.
Видишь ли, в Шионском лесу есть несколько магических камней с написанными на них заклинаниями. Я хочу, чтобы ты их прочитал{|а}.
Чего-то ты быстро вернул{ся|ась}!
Рассказывай, Вои{н|тельница}. Я был прав про амулет?
Отдохнул{|а}, набрал{ся|ась} сил?
Простите меня, Дилан, но я не готов{|а} к сражениям с человекоящерами.\n
Да я и так сил{ен|ьна} и готов{|а} к любым испытаниям!
Хорошо, если так. В общем, слушай. Моё толкование слов, которые ты прочитал{|а} на камнях таково: Чтобы открыть более важные секреты, нам нужно начать с меньшего. Принеси мне кусок самого большого гриба на болотах, добудь у человекоящеров свиток с их пророчествами - они часто выносят его из своих селений, а также сруби красное дерево в Шионском Лесу, вот тебе топор.
То есть ты добыл{|а} свиток с пророчествами человекоящеров, кусок гриба и срубил{|а} красное дерево?
Хмм... Тогда приходи ко мне завтра. Подумай, о чём ты узнал{|а} после всех этих действий?
И Вам не болеть. Я выполнил{|а} Ваше задание.
Значит я долж{ен|на} убить их как бы по своей инициативе?
Да, ты правильно понял{|а}. Десяток уничтожишь?
Нет, простите, я очень занят{|а}.
Ну что, Джонни, набрал{|а} себе букетик Трифидов?
Боюсь, мо{я подруга|й друг} бы таких жертв не оценил{а|}...
Дорог{ой Воин|ая Воительница}, ты любишь цветы?
Ну что, набрал{|а} себе букетик Трифидов?
Вои{н|тельница}, раз уж ты тут... Не хочешь немного помочь мне?
Да я как раз занимал{ся|ась} по заданию Хильгора подрывными работами! Так что к динамиту мы гномы привычные!
Замечательно. Я готов{|а} выполнить Ваше задание.
Что-то, мне кажется, я вспомнил{|а} о другом срочном задании. Извините.
Расскажите, Вы не знаете, как взорвать кристаллы в Кварцевой долине? Я пытал{ся|ась}, но меня просто отбрасывало в сторону...
Ты вернул{ся|ась}?
Здравствуйте, {дяденька|тётенька}... Не хотите поиграть со мной?..
Что-то, мне кажется, я вспомнил{|а} о срочном деле. Извини.\n
Ты вернул{ся, дяденька|ась, тётенька}?
{Дяденька|Тётенька}, ну пожалуйста, попытайтесь! Спросите у дедушки Валиана, может он что-нибудь придумает?
Расскажите, вы не знаете средства для устойчивости при ходьбе у болот? Я пытал{ся|ась} несколько раз добыть для Лин кусочек древних развалин в Шионских болотах, но было слишком скользко и ничего не получалось...
{Дяденька|Тётенька}, надеюсь дедушка Валиан помог?
Да стой же ты, нетерпелив{ый|ая}! Да, я виноват, я пал жертвой искушения! Но я искренне надеюсь найти выход из его сетей!
Видите ли в чём дело, уважаемый... Я встретил{|а} на Острове Посвящения некое странное существо. Без сомнений, это существо, Ш'актайн, является порождением зла. Но он утверждает, что желает освободится от власти Тёмного Властелина, пусть и путём приобщения к древним культам. Вот я сейчас пытаюсь понять, можно ли этим его словам верить...
Добрый день, {Воин|Воительница}. Прошу меня простить, но я сейчас очень занят...
Здравствуй, Вои{н|тельница}. Я уже слышал Ваш разговор с моим мастером. Чем ты интересуешься?
Здравствуйте, уважаемый. Дело в том, что я встретил{|а} на Острове Посвящения весьма странное существо... Похоже, некогда это был прислужник Тёмного Властелина. Но сейчас он уверяет, что хочет избавиться от его гнёта и найти нового покровителя в культе Древних Богов. Вот я пытаюсь понять, не обман ли его слова?
Здравствуй, Вои{н|тельница}. Заходи, не стой на пороге. И дверь за собой затвори.
Простите меня, но я не готов{|а} сейчас к охоте на монстров.
Да, хочу тебе поручить одно задание. Вижу, ты уже освоил{ся|ась} в нашей деревне и вообще показал{|а} себя умел{ым Воином|ой Воительницей}, но вот как{ой ты Охотник|ая ты Охотница}?
Каково будет твоё решение, о Велик{ий Воин|ая Воительница}?
Пожалуй, я готов{|а} выслушать твоё предложение, порочный. Конечно, награда должна быть велика!
Ой, а я и не заметил, что ты приш{ел|ла}. Но раз ты здесь, я хочу тебе поручить одно задание. Вижу, ты уже освоил{ся|ась} в нашей деревне и вообще показал{|а} себя умел{ым Воином|ой Воительницей}, но вот как{ой ты Охотник|ая ты Охотница}?
Я хорош{ий охотник|ая охотница}! Я вот выполнил{|а}...
Молодец, что выполнил{|а}. А теперь докажи мне, что ты сможешь справиться с монстром, который заведомо сильнее тебя. Убей по 10 таких тварей и возвращайся ко мне. Тогда я смогу посвятить тебя в охотники. Конечно, и награда по такому случаю полагается.
Я хорош{ий охотник|ая охотница}! Я трижды...
Конечно, ты, наверное, уже привык{|ла} помогать жителям деревни. А теперь докажи мне, что ты сможешь справиться с монстром, который заведомо сильнее тебя. Убей по 10 таких тварей и возвращайся ко мне. Тогда я смогу посвятить тебя в охотники. Конечно, и награда по такому случаю полагается.
А я несколько десятков монстров уже убил{|а}...
Да я уже всё выполнил{|а}!
Ну успокойся, успокойся. Всё, ты прош{ёл|ла} проверку. Можешь получить свою награду, {друг мой|подруга моя}. Она вот там, в сундуке. Как раз тебя дожидается ещё с третьего десятка монстров.
Добрый день, {юноша|милая девушка}. Прошу меня простить, но я сейчас очень занят...
Добрый день, Вои{н|тельница}. Как служба, как семья?
А ты угадал{|а}. Снова требуется твой труд по расчистке подземелья. На этот раз твоей целью станут кристаниды. Знаешь таких? Это огромные ожившие кристаллы, обитающие практически в самом сердце гор. Ты же занял{ся|ась} охотой на монстров... Так надо довести работу до конца... Одни кристаниды остались неохваченными. Да что я рассказываю?! Ты же, наверняка, всё и так понимаешь.
С возвращением, победитель{|ница}!
Здравствуй, Виркли. Ты, как будто чувствуешь, когда я задание выполнил{|а}...
Нет, {дорогой друг|дорогая}, давай лучше по делу рассчитаемся. 1 золотой, как и обычно.
Так Вы {пивка налейте|ужин приготовьте}, я зайду!
Простите, Дафур, я вспомнил{|а} о другом срочном деле.
А ты угадал{|а}, Джонни. Снова требуется твой труд по расчистке подземелья. На этот раз твоей целью станут кристаниды. \nЗнаешь таких? Это огромные ожившие кристаллы, обитающие практически в самом сердце гор. Ты же занял{ся|ась} охотой на монстров... Так надо довести работу до конца... Одни кристаниды остались неохваченными. Да что я рассказываю тебе эти глупочти, Джонни?! Ты же, наверняка, всё и так понимаешь.
С возвращением, Джонни - победитель{|ница}!
Нет, {дорогой друг|дорогая}, давай лучше по делу рассчитаемся. 1 золотой, как и обычно.
Так Вы {пивка налейте|ужин приготовьте, свечи зажгите}, я зайду!
Здравствуйте, Дафур. Ты, как будто чувствуешь, когда я задание выполнил{|а}...
Да, Джонни. Как ты проницател{ен|ьна}... Действительно, Бобби был моим старым другом, который помогал мне выполнять приказы нашего принца вот уже десяток лет! И эти подлые существа не оставили от него даже доспехов...
Я бы рад{|а} помочь, Дафур, но вот вряд ли моих сил хватит...
Как Вы заметили раньше, я просто так Вас не посещаю. Конечно, я уже заплатил{|а} по долгам.
Здравствуй, мо{й помощник|я помощница}. Сможешь отомстить этим гадам?
Я бы рад{|а} помочь, но вот вряд ли моих сил хватит...
Да, Вои{н|тельница}. Как ты проницател{ен|ьна}... Действительно, это был мой старинный друг! Я уж и не помню, сколько раз он помогал мне... А эти подлые существа не оставили от него даже доспехов...
Ну что ты так{ой нетерпеливый|ая нетерпеливая}?! Нет в тебе чувства вкуса к красивым серьёзным рассказам!
Ну как ты хотел{|а}, коротко и по сути.
Боюсь, я не готов{|а} к этому заданию.\n
Да не сержусь я, прости старика... Понимаешь, Джонни, вот странность этих существ и привлекает наших учёных. Они возникли из ниоткуда, и ни крупицы магических сил в них нет! Несомненно, есть за этими существами некий секрет, который мы должны разгадать. Вот ты убил{|а} их, а теперь отряд самых учёных Гномов пойдёт по твоим следам и будет изучать их останки.
Ну что, гном{|а} давай-всё-побыстрее, убил{|а} десяток аномалий?
